"Date","A3429047X","A3429305C","A3430466R","A3367261X","A3371350C","A3372970K","A3361741A","A3544885R","A3362683J","A3369868F","A3428192A","A3359203A","A3373603A","A3370438C","A3371419R","A3366400V","A3591637F","A3362770F","A3544967V","A3368974T","A3363316X","A3359206J","A3427379J","A3545052R","A3359311K","A3373132T","A85253426W","A3545054V","A3545055W","A3545056X","A3430469W","A3545192T","A83834212F","A3360988K","A3360463V","A3363457C","A3359929L","A3367438V","A3363985J","A3591889A","A3373186X","A3360466A","A3594008V","A3372130V","A3364498T","A3426005W","A3428474X","A3362245J","A3425102F","A3544886T","A3363703X","A3360748X","A3371353K","A3359104V","A3360751L","A3372406W","A3362260F","A3544887V","A3364795L","A3362686R","A3430211L","A3591638J","A83834719T","A3366403A","A3361861V","A3363817W","A3374554K","A3364894V","A3365359K","A3370939A","A3371965X","A3363319F","A3362341J","A3372475A","A3544968W","A3362773L","A3364342W","A3427913W","A3361486C","A83834572K","A3374140K","A3366484R","A3374143T","A3360916X","A3364429L","A3372031L","A3369058C","A3373138F","A3371497W","A3364432A","A3545058C","A3370495X","A3371500X","A3426878J","A3360469J","A83833990J","A3606208V","A3359932A","A3361999K","A3362455F","A3373189F","A3368014J","A3365527K","A3363988R","A3372133A","A3366958F","A3360472W","A3369112F","A83834857R","A84931600W","A3387020J","A84931606K","A3398093A","A3378071R","A3395900F","A3386186R","A3383954R","A3387050W","A3393659K","A3391508R","A3377387T","A3387053C","A84931607L","A3551932A","A3396062X","A3387896A","A3393020W","A3396761K","A3395300A","A3396065F","A3378920W","A3398225T","A3396068L","A3383330T","A3375386C","A3389348X","A84931608R","A3385019L","A3396173R","A3391781C","A3381182R","A3376229T","A3610749L","A3386435T","A3379019X","A3551229X","A3396878R","A84931609T","A3397625K","A3383522K","A3388805A","A3381275A","A3386573R","A84931768A","A3389555R","A3375599J","A3376943A","A3424499W","A3432053C","A3370834F","A3427148X","A3360253W","A3365803V","A3374467L","A3363715J","A3359116C","A3370336R","A3363718R","A3367276R","A3361318T","A3369877J","A3360772X","A3373513W","A3427619J","A3369946A","A3371437V","A3373615K","A3373618T","A3358723L","A3361417X","A3374089R","A3373069L","A3366424L","A3372493F","A3366427V","A3606196W","A3370951T","A3360862C","A3368995C","A3430739K","A3366493T","A3371005R","A3365464L","A3545078L","A85253429C","A3374647W","A3428750J","A3427145T","A3363202A","A3430736C","A3363721C","A3605142W","A3424808R","A3361420L","A3363331W","A3429893K","A3374650K","A3368515F","A3373144A","A3360409F","A3372049K","A3360412V","A3371503F","A3367948V","A3545081A","A3429044T","A3432650A","A3371872L","A3426611W","A83834635J","A3369067F","A3373147J","A3365959R","A3362851J","A3367951J","A3372052X","A3359314T","A3364450F","A3370507W","A3371008W","A3371509V","A3370510K","A3373150W","A3545082C"
2004-03-01,"2383443","110557","1785","533","338","15","462","0","410","27","12541","3466","1012","2472","2811","568","0","1104","685","23","400","0","17510","8917","8098","89","0","0","382","24","78721","199","39","473","0","30608","6749","3801","14556","0","1068","0","2296","10409","8523","1324325","66720","66720","6780","0","646","702","1230","89","92","23","903","213","30","2852","62288","0","57","0","2822","426","1752","3013","2028","48","1956","208","1871","1486","0","822","45799","295201","9548","268","168270","40066","635","1595","1486","308","5465","4","10968","96","0","780","55712","893336","19","399","0","8067","908","93412","33122","19831","85294","8705","0","2066","324693","316820","80666","84","84","692","16","0","0","45","0","2","0","112","0","517","11966","0","321","58","303","325","128","0","1148","0","0","70","100","9513","39857","146","730","500","0","97","0","38238","0","0","146","28067","0","4569","2583","165","2311","0","3180","12012","3247","60196","268","268","0","0","0","0","0","0","0","0","0","0","0","0","0","59404","0","103","5720","969","1133","4619","5331","8229","0","5065","497","0","149","0","27589","524","486","0","0","0","0","38","35654","307","307","208","208","0","299","150","149","34840","135","1728","3","0","0","13","32891","70","0","772045","11932","11932","760113","1516","23","542812","74275","637","995","368","4","1171","0","117697","3472","6458","14","10671"
2004-06-01,"2478333","122797","1673","509","325","28","531","0","280","0","15537","4305","1390","3206","3312","826","0","1514","562","22","400","0","16859","9706","6532","153","0","0","428","40","88728","217","42","486","0","35369","6084","4056","15945","0","1453","0","4677","11316","9083","1373514","67407","67407","6887","0","731","462","877","105","71","24","833","136","0","3648","64191","0","52","0","3159","662","1475","3193","2038","42","1964","261","1686","1053","0","1248","47358","306244","9423","184","176848","39567","640","1740","1720","378","5799","4","11492","100","0","649","57700","928785","19","411","0","8780","837","99068","33741","19098","87858","9855","0","1949","338652","328517","83115","65","65","996","172","0","0","80","0","23","0","375","0","346","12270","0","240","105","269","435","169","0","888","0","0","3","100","10061","38687","104","427","500","0","98","0","37285","0","0","273","31097","0","5299","2995","223","2790","0","3684","12374","3732","61008","221","221","0","0","0","0","0","0","0","0","0","0","0","0","0","60309","0","101","6656","468","968","3462","5636","7083","0","6160","680","0","13","0","29082","478","478","0","0","0","0","0","34778","314","314","208","208","0","299","150","149","33957","143","1684","3","0","0","15","32031","81","0","803121","12932","12932","790189","1236","23","566267","74984","670","970","381","2","1234","0","122467","3553","7318","12","11072"
2004-09-01,"2550527","132807","1442","372","252","24","460","0","334","0","14595","3963","1244","3304","3029","776","0","1339","517","23","400","0","19377","10317","7851","172","547","0","445","45","97393","220","43","567","0","36415","6385","4396","17502","0","2112","0","4950","13711","11092","1414563","68241","68241","7700","0","1077","725","971","112","67","34","1026","172","0","3516","66020","0","42","0","3588","730","2101","4168","2747","40","1962","257","1551","1052","0","1255","46527","311265","9945","258","180941","36947","634","1782","1776","344","7430","4","12010","106","0","617","58471","961337","18","417","0","9066","810","105487","35432","19529","93014","10687","0","1961","352943","331973","81853","74","74","550","43","0","0","0","0","7","0","150","0","350","12540","0","247","61","129","366","88","14","934","0","0","3","100","10598","39941","152","623","500","0","98","0","38282","0","0","286","28748","0","4952","2799","202","2621","0","3410","11485","3279","58400","221","221","0","0","0","0","0","0","0","0","0","0","0","0","0","57750","0","100","5053","234","234","3454","6065","7155","0","6677","515","0","10","0","28253","429","429","0","0","0","0","0","35649","326","326","208","208","0","297","149","148","34818","145","1708","3","0","0","10","32866","86","0","827255","13716","13716","813539","1145","26","577953","75539","678","939","381","3","1276","0","132909","3702","7093","12","11883"
2004-12-01,"2643219","143922","1500","473","231","15","448","0","333","0","12006","3149","1179","2419","2557","588","0","1268","424","22","400","0","22019","10798","9879","158","644","0","498","42","108397","209","41","589","0","37902","6880","4549","18579","0","3671","0","4914","17366","13697","1466455","69624","69624","6043","0","928","524","475","150","59","29","811","152","0","2915","67131","0","32","0","3584","1031","2392","4558","3274","35","2962","264","1271","592","0","1191","45945","327757","10492","314","184151","44016","652","1468","1499","352","8035","4","12068","120","0","586","64000","995900","54","416","0","9790","809","103872","34404","19771","93900","10073","0","1861","362566","358384","85088","97","97","804","134","0","0","0","0","5","0","341","0","324","13489","0","271","48","271","398","190","0","901","0","0","3","100","11307","41252","111","544","500","265","58","0","39514","0","0","260","29446","0","5293","2991","143","2566","0","3566","11016","3871","59228","252","252","0","0","0","0","0","0","0","0","0","0","0","0","0","58561","0","114","3306","535","297","4264","4876","6601","0","7536","375","0","10","0","30647","415","415","0","0","0","0","0","34786","345","345","208","208","0","295","148","147","33938","134","1476","5","0","0","12","32211","100","0","853740","14276","14276","839464","1353","21","599002","77787","690","915","390","3","1358","0","134696","3895","6911","11","12432"
2005-03-01,"2712298","145521","1540","606","250","13","358","0","313","0","13480","3355","1206","2366","2639","760","0","2298","437","19","400","0","20809","11324","8189","156","696","0","403","41","109692","213","41","739","0","38728","6802","4507","18923","0","3919","0","4956","17526","13338","1510760","70714","70714","6901","0","388","379","793","373","63","26","1852","148","0","2879","68783","0","32","0","2802","612","1804","3322","2626","35","3597","279","1310","584","0","1154","50626","335530","11039","375","189056","45703","667","1653","1456","321","7821","4","12070","157","0","555","64653","1028832","68","346","0","10022","1054","109397","35317","20370","98586","10514","0","1803","375859","365496","86363","32","32","590","13","3","4","0","0","0","0","60","0","510","13889","0","442","125","273","345","231","0","997","0","0","3","100","11373","41327","156","611","500","223","173","0","39358","0","0","306","30525","0","5071","2769","137","2844","0","3334","12851","3519","58668","254","254","0","0","0","0","0","0","0","0","0","0","0","0","0","57965","0","149","4758","307","186","3620","4257","3714","0","7790","352","0","7","0","32825","449","449","0","0","0","0","0","34000","312","312","209","209","0","275","138","137","33204","114","1198","9","0","0","4","31771","108","0","876986","14719","14719","862267","1541","21","608001","79389","703","871","394","3","1418","0","138528","10227","7787","10","13374"
2005-06-01,"2735942","151250","2668","437","123","15","481","0","1412","200","11001","2571","1012","1834","2100","627","0","2016","436","5","400","0","22741","12411","8884","294","828","0","247","77","114840","526","0","796","0","38945","6967","4489","21765","0","4316","0","4791","17990","14255","1492033","72512","72512","7609","0","720","123","732","248","68","27","638","219","0","4834","73468","0","27","0","2706","754","1668","3510","3615","35","4388","300","1307","552","0","1116","53490","357856","13347","461","196523","48059","708","1783","1444","290","7863","4","13278","126","0","486","73484","980588","58","340","0","14143","1023","107735","35425","20592","99560","10415","0","1743","386239","303315","88762","18","18","507","6","7","4","0","0","0","0","38","0","452","13412","0","485","75","234","213","133","0","1152","0","0","3","100","11017","44480","110","491","500","343","287","0","42389","0","0","360","30345","0","4932","2788","207","2804","0","3450","12279","3885","59235","270","270","0","0","0","0","0","0","0","0","0","0","0","0","0","58487","0","112","7020","709","913","1927","2969","1808","0","6985","606","0","3","0","35435","478","478","0","0","0","0","0","33699","339","339","235","235","0","285","143","142","32840","128","1077","9","0","0","0","31524","102","0","910963","15609","15609","895354","1717","21","630772","80513","746","735","400","3","1450","0","144335","11659","9204","9","13790"
2005-09-01,"2878861","174102","1839","461","77","21","1","12","1063","204","13600","1762","1206","1339","1756","1180","7","2135","473","0","372","3370","28970","14165","12995","253","1328","0","212","17","129693","832","0","847","0","47541","6838","4976","22884","0","4766","0","4562","21033","15414","1591835","75209","75209","7169","0","734","132","720","117","28","64","1101","98","0","4175","69743","179","22","0","2136","686","2114","2108","2724","203","4626","730","1418","437","0","1163","51197","380656","16977","441","203863","51209","165","1954","1755","4","9636","4","11342","132","0","515","82659","1059058","257","533","42","15935","1064","119296","38369","23973","115369","11996","0","2198","403949","326077","83422","18","18","426","9","9","0","0","0","0","0","37","0","371","13831","0","559","108","189","336","241","0","1391","0","0","0","100","10907","44739","73","950","5","292","280","0","42794","0","48","297","24408","0","4736","2677","66","2340","0","2088","9851","2650","58095","270","270","0","0","0","0","0","0","0","0","0","0","0","0","0","57232","0","86","4892","103","489","2156","2041","4171","0","7533","277","0","10","0","35474","593","548","0","0","0","45","0","33240","319","319","263","263","0","239","120","119","32419","22","605","9","37","0","12","31333","307","94","938167","16034","16034","922133","1732","20","646660","82947","3487","543","409","0","937","0","148352","13251","8843","13","14939"
2005-12-01,"2990876","183208","2908","536","131","22","1","12","1864","342","14426","2535","1230","938","2145","1439","7","2255","451","0","448","2978","28462","14208","12478","264","1273","0","221","18","137412","841","0","869","0","48752","8108","5288","24517","0","5116","0","4469","23268","16184","1662607","78695","78695","6555","0","871","93","668","56","11","58","1870","61","0","2867","73815","180","22","0","2662","989","2631","1862","2317","346","6170","530","1352","614","0","1263","52877","400874","16986","453","215833","53174","192","2129","1546","4","13294","4","11408","159","0","532","85160","1102668","282","497","42","16210","1074","124542","39366","23605","121282","14212","0","2355","418697","340504","86142","33","33","981","128","81","16","0","1","0","0","374","0","381","13731","0","586","286","169","267","187","0","1388","0","0","0","100","10748","47828","63","1129","5","513","278","0","45497","0","37","306","23569","0","3744","2116","54","2385","0","2044","10185","3041","59372","271","271","0","0","0","0","0","0","0","0","0","0","0","0","0","58598","1","105","4486","767","706","2171","2207","4575","0","8661","406","0","10","0","34503","503","408","0","0","0","95","0","32263","335","335","263","263","0","238","119","119","31427","24","424","12","44","0","11","30481","335","96","967284","16683","16683","950601","1955","20","669458","84088","3341","575","422","0","974","0","150615","14794","8634","12","15713"
2006-03-01,"3094791","192134","2933","534","98","29","2","11","1960","299","14314","2551","1255","958","1799","1330","7","3035","441","0","412","2526","30230","13874","14023","178","1300","0","836","19","144657","878","0","1076","0","51279","9120","5734","26848","0","5142","0","4620","22799","17161","1736634","80017","80017","8095","0","593","41","837","155","3","60","2427","77","0","3902","72545","181","22","0","1520","764","3236","1396","1849","490","6315","447","1324","452","0","1370","53179","414722","17207","465","228078","49654","275","2178","1699","4","15419","3","11490","168","0","563","87519","1161255","255","486","42","20298","1074","138055","42040","24870","133197","15397","0","2520","423055","359966","86001","45","45","1951","462","115","21","0","1","30","0","971","0","351","13825","0","535","206","139","452","204","0","1325","0","0","0","100","10864","47751","53","966","5","261","290","0","45984","0","33","159","22429","0","3607","2039","62","2325","0","1663","9721","3012","61309","269","269","0","0","0","0","0","0","0","0","0","0","0","0","0","60508","1","137","7419","433","1110","2881","2521","5965","0","6800","536","0","11","0","32694","532","442","0","0","0","90","0","31702","322","322","263","263","0","237","119","118","30880","25","440","13","48","0","12","29930","343","69","987011","17163","17163","969848","2177","20","682817","78745","3414","535","437","0","1032","0","158859","16365","8390","8","17049"
2006-06-01,"3162114","196446","2906","516","118","27","2","2","1991","250","13439","2241","1124","808","1848","1162","7","3025","441","0","374","2409","31557","13530","15859","96","1291","1","761","19","148544","937","0","1037","0","52573","9477","5987","27632","0","5534","0","4615","22821","17931","1760548","83048","83048","8561","0","260","117","816","325","64","46","2267","88","0","4578","79588","183","22","0","1642","1043","3027","1522","2130","636","6845","567","1324","426","0","1462","58759","425729","19045","477","237289","51478","293","2157","1210","7","15732","3","10850","208","0","566","86414","1163622","264","492","45","19991","1079","139528","41077","24826","132664","16094","0","2664","421445","363453","85298","42","42","1537","265","90","22","0","1","0","0","822","0","337","13225","0","627","186","109","343","213","0","1061","0","0","0","0","10686","48425","82","1059","4","415","283","0","46226","0","39","317","22069","0","3606","2038","66","2226","0","1527","9257","3349","58503","252","252","0","0","0","0","0","0","0","0","0","0","0","0","0","57738","1","119","7312","412","218","1953","1958","4888","0","7136","289","0","11","0","33441","513","473","0","0","0","40","0","31331","343","343","263","263","0","235","118","117","30490","27","485","12","41","0","12","29432","382","99","1029988","18299","18299","1011689","2403","20","703821","83586","3388","554","447","0","1113","0","170958","17471","10283","11","17634"
2006-09-01,"3249928","214468","2947","500","70","31","2","7","2077","260","13309","1854","1359","987","1725","1221","7","3120","486","0","405","2145","35754","15634","17352","201","1300","6","766","495","162458","944","0","1050","0","56490","10667","6408","30981","0","6277","0","5204","24720","19717","1795718","87045","87045","7965","0","134","158","892","301","74","27","1415","105","0","4859","86791","195","22","0","1411","1277","3628","1120","1770","676","7193","483","1457","328","0","1511","65720","442370","19815","388","246397","58294","362","2121","1326","11","16175","3","10477","222","0","561","86218","1171547","287","489","45","20822","792","140174","41135","24623","135991","16178","0","2740","419755","368516","86850","44","44","2242","20","11","0","0","14","0","0","44","0","2153","13370","0","656","194","92","351","264","0","1064","0","0","0","0","10749","48945","40","1102","4","211","283","0","47124","0","28","153","22249","0","3666","2072","73","2127","0","1394","9022","3895","60059","253","253","0","0","0","0","0","0","0","0","0","0","0","0","0","59314","1","86","8552","315","596","1680","1858","3133","0","6924","312","0","11","0","35846","492","447","0","0","0","45","0","32303","345","345","263","263","0","233","117","116","31462","183","396","12","45","0","13","30191","424","198","1060530","19228","19228","1041302","2196","19","722916","88533","3413","454","461","0","1062","0","175138","17365","10577","10","19158"
2006-12-01,"3425915","241084","1855","700","66","33","2","7","844","203","13218","1863","1332","893","1753","1339","7","2967","453","0","394","2217","41129","16658","21299","355","1411","0","763","643","184882","956","0","1093","0","61799","12027","7138","36640","0","7422","0","6089","28787","22931","1899455","90991","90991","8171","0","209","127","1001","267","134","60","1320","148","0","4905","82823","207","22","0","1765","1680","4620","1673","1999","719","7403","473","1358","224","0","1553","59127","464745","19776","300","253629","64099","400","2064","1170","5","17154","3","11548","235","0","603","93759","1252725","314","494","45","22153","822","158631","46304","27202","158769","18218","0","2804","426567","390402","108824","41","41","2733","80","18","0","0","10","16","0","176","0","2433","13031","0","1006","164","72","421","243","0","843","0","0","0","0","10282","50216","59","1101","3","205","268","0","48412","0","24","144","42803","0","4261","2408","67","2365","0","17846","9403","6453","56217","252","252","0","0","0","0","0","0","0","0","0","0","0","0","0","55406","1","81","7531","621","329","1968","2622","3121","0","6229","186","0","12","0","32705","559","519","0","0","0","40","0","30950","354","354","263","263","0","234","117","117","30099","22","421","11","42","0","13","29101","406","83","1089385","20321","20321","1069064","1996","19","743487","92728","3704","528","469","0","1029","0","177290","16751","10872","9","20182"
2007-03-01,"3543253","244286","2843","611","66","38","2","0","1805","321","11315","1473","1158","680","1472","1038","7","2527","432","0","332","2196","44515","17650","23744","358","1494","0","605","664","185613","978","0","1041","0","63782","12031","7293","35729","0","7417","0","6221","28306","22815","2048847","92880","92880","10703","0","347","224","1189","453","171","59","1746","201","0","6313","96747","219","22","0","2552","2173","5195","2192","2203","760","8125","387","1295","246","0","1614","69764","487228","20368","211","273057","63689","430","2053","1322","6","17411","3","11089","298","0","651","96640","1361289","337","528","46","21604","957","175551","51129","28822","165746","44055","9805","2900","432170","427639","52222","46","46","25","0","0","0","0","0","0","0","25","0","0","1128","0","235","13","55","159","46","0","154","0","0","0","0","466","51023","63","995","3","208","260","0","49470","0","24","0","0","0","0","0","0","0","0","0","0","0","56154","250","250","0","0","0","0","0","0","0","0","0","0","0","0","0","55482","1","139","7044","493","906","2379","2523","4096","0","6355","428","0","12","0","31106","422","382","0","0","0","40","0","30014","352","352","263","263","0","234","117","117","29165","14","429","11","45","0","13","28098","468","87","1111730","21175","21175","1090555","1793","18","755978","93837","3923","516","473","0","1159","0","183500","16226","11166","9","21957"
2007-06-01,"3715785","255977","2848","531","56","38","2","0","1910","311","11608","1696","1016","562","1467","1311","8","2482","512","0","415","2139","48719","19672","25399","876","1560","0","592","620","192802","1054","0","1074","0","66959","11161","8191","37095","0","7698","169","6887","29015","23499","2152193","96893","96893","7574","0","176","110","1301","627","380","63","2130","130","0","2657","91701","231","22","0","2484","1598","5577","1201","1863","809","7643","387","1537","223","0","1702","66424","505227","20665","122","288822","64467","494","1988","915","7","19152","3","11942","360","1195","682","94413","1450798","347","528","50","21540","1005","192765","55443","31249","181128","56079","10626","3035","437879","459124","53290","56","56","45","0","0","0","0","0","0","0","45","0","0","1129","0","281","16","40","214","55","0","175","0","0","0","0","348","52060","80","1039","0","307","255","0","50379","0","0","0","0","0","0","0","0","0","0","0","0","0","57110","252","252","0","0","0","0","0","0","0","0","0","0","0","0","0","55415","1","175","7698","655","630","2458","2166","2755","0","5131","237","0","12","0","33497","1443","305","0","0","1098","40","0","31710","376","376","263","263","0","229","115","114","30842","8","452","12","75","0","12","29643","532","108","1165505","23034","23034","1142471","1593","18","777807","96517","4095","493","482","0","1208","0","210191","15868","11461","9","22729"
2007-09-01,"3855913","266863","1875","813","191","33","2","0","693","143","11583","1541","1151","476","1213","1191","8","2691","479","0","386","2447","52568","18912","30087","602","1571","0","704","692","200837","1086","0","1044","0","71861","11037","8758","38908","0","7966","463","7001","28578","24135","2254740","100271","100271","7042","0","236","177","748","146","363","70","974","130","0","4198","95308","233","22","0","3576","2031","6133","973","1463","833","7361","452","1437","195","0","1744","68855","556676","20959","122","309947","64881","425","1434","894","7","19049","3","11031","304","1180","687","125753","1495443","332","528","50","22523","1345","200975","58110","31823","189735","57996","11096","3100","438874","478956","53925","67","67","34","0","0","0","0","0","0","0","34","0","0","1129","0","257","14","41","173","50","0","185","0","0","0","0","409","52695","84","1134","0","244","236","0","50987","0","10","0","0","0","0","0","0","0","0","0","0","0","59196","250","250","0","0","0","0","0","0","0","0","0","0","0","0","0","57548","2","178","2074","1757","279","2963","1958","5191","0","7426","498","0","13","0","35209","1398","293","0","0","1060","45","0","35315","418","418","263","263","0","226","113","113","34408","10","415","11","52","0","9","33379","466","66","1185874","23478","23478","1162396","1401","16","797564","97759","4125","455","482","0","1224","0","207924","15457","11699","7","24283"
2007-12-01,"3901115","250506","1567","802","120","41","2","0","496","106","10510","1381","846","366","920","1018","8","2716","440","0","352","2463","51574","16976","31494","162","1546","0","735","661","186855","1230","0","1081","0","70939","10947","9002","34014","0","7060","497","6670","23361","22054","2280476","104275","104275","7601","0","187","266","837","166","112","52","730","204","0","5047","93228","234","64","0","3566","1737","5414","937","1588","855","6490","612","1321","98","0","1796","68516","576639","21452","122","334155","68317","620","2831","1232","7","19675","0","10761","260","1175","661","115371","1498733","591","528","100","21615","1408","200279","58311","31419","190310","60985","12268","3178","435505","482236","57586","89","89","45","0","0","0","0","0","0","0","45","0","0","1128","0","270","15","41","207","54","0","180","0","0","0","0","361","56324","87","1356","0","174","224","0","54473","0","10","0","0","0","0","0","0","0","0","0","0","0","57812","284","284","0","0","0","0","0","0","0","0","0","0","0","0","0","55882","1","300","1004","1521","450","2488","2596","2443","0","4984","148","0","13","0","39934","1646","549","0","0","1052","45","0","34336","411","411","263","263","0","225","113","112","33437","6","549","11","63","0","11","32322","410","65","1220399","24862","24862","1195537","1213","14","838884","100858","4057","425","482","0","1254","0","196080","15002","11938","5","25325"
2008-03-01,"3841704","223057","1562","647","130","44","3","0","626","112","10449","1395","1150","274","1115","1042","8","2367","429","0","407","2262","52749","17356","32190","220","1561","0","738","684","158297","1223","0","1078","9","65023","8722","8501","27459","0","5457","433","5594","16917","17881","2220810","107178","107178","8948","0","212","210","921","112","175","54","300","276","0","6688","94354","236","65","0","2635","2572","5323","1446","1734","879","5892","523","1288","68","0","1880","69813","596575","22222","121","347110","70114","664","2377","1143","8","18902","0","10622","272","1042","644","121334","1413755","664","528","100","19891","1379","179077","50680","28478","174246","51989","11250","3307","426057","466109","60676","101","101","30","0","0","0","0","0","0","0","30","0","0","1130","0","269","15","40","214","54","0","174","0","0","0","0","364","59415","90","1580","0","200","230","0","57305","0","10","0","0","0","0","0","0","0","0","0","0","0","59281","326","326","0","0","0","0","0","0","0","0","0","0","0","0","0","57442","0","350","481","2038","1193","2183","3854","2531","0","6101","264","0","12","0","38435","1513","458","0","0","1015","40","0","34704","425","425","263","263","0","223","112","111","33793","11","499","11","59","0","8","32739","399","67","1243176","25709","25709","1217467","1023","12","844009","102055","4098","419","480","0","1284","0","210394","14378","12177","5","27133"
2008-06-01,"3935720","211725","1540","380","157","45","3","0","840","115","9685","1134","661","235","1123","1096","9","2494","408","0","368","2157","52030","17447","31469","264","1623","0","522","705","148470","1123","0","1109","18","63498","9619","7680","24889","0","4527","384","6393","14232","14998","2277422","110220","110220","7339","0","264","131","670","120","95","67","188","90","0","5714","99154","237","76","0","2055","1482","5736","1710","1822","905","5792","522","1223","69","0","1931","75594","598916","22114","121","357535","68588","773","2450","1442","8","18442","2","9121","217","967","630","116506","1461793","673","528","114","22392","1674","185920","53082","28370","179250","56764","11500","3388","428356","489782","64384","116","116","65","0","0","0","0","0","0","0","65","0","0","1130","0","269","15","29","215","54","0","186","0","0","0","0","362","63073","95","1525","0","224","186","0","61033","0","10","0","0","0","0","0","0","0","0","0","0","0","59385","339","339","0","0","0","0","0","0","0","0","0","0","0","0","0","57674","0","283","1104","2128","1850","1980","3070","2547","0","7489","615","0","12","0","36596","1372","386","0","0","946","40","0","44399","447","447","263","263","0","521","261","260","43168","0","7589","11","100","0","10","34955","395","108","1278405","26667","26667","1251738","840","10","840408","104571","4259","413","486","0","1295","0","244893","14223","12415","5","27920"
2008-09-01,"3828419","209562","1290","401","86","37","3","0","675","88","10618","1270","628","184","1257","1368","8","2614","310","0","429","2550","53356","17497","33147","122","1627","0","240","723","144298","1236","0","1145","75","61528","8533","7877","23885","3254","4211","415","3743","13936","14460","2148327","112556","112556","8385","0","355","102","756","366","171","82","174","111","0","6268","107131","235","70","0","2632","1443","5333","1178","1925","836","6258","494","931","67","0","2033","83696","620153","22077","124","367650","71434","709","2395","1427","8","18023","0","8729","329","1038","635","125575","1300102","293","528","144","22188","1445","154681","41880","23421","149042","42215","11325","3547","410669","438724","73739","129","129","104","0","0","0","0","0","0","0","104","0","0","1132","0","294","17","28","233","58","0","204","0","0","0","0","298","72374","99","1376","0","334","197","0","70358","0","10","0","0","0","0","0","0","0","0","0","0","0","60176","347","347","0","0","0","0","0","0","0","0","0","0","0","0","0","58306","1","216","1825","1818","1659","2086","2879","2384","0","7046","403","0","11","0","37978","1523","415","0","0","1063","45","0","44897","477","477","263","263","0","524","262","262","43633","29","5836","11","54","0","11","37097","494","101","1291718","26656","26656","1265062","1081","9","873734","103320","4271","403","457","0","1274","0","225143","14012","12177","4","29177"
2008-12-01,"3725927","180286","963","176","115","30","6","0","595","41","9538","939","450","136","1392","1272","8","2372","180","0","352","2437","52942","18112","32038","164","1675","0","32","921","116843","1013","0","1348","44","53210","6409","6872","17203","2956","3042","537","3761","9876","10572","2047179","113815","113815","4937","0","40","123","367","114","23","45","141","44","0","4040","127422","232","70","395","2680","1349","4861","1271","1826","767","6295","417","539","62","4","2163","104491","637340","22706","127","373875","71480","809","2307","1618","9","17363","2","8396","479","1138","648","136383","1163665","289","528","144","24866","1158","130252","34311","20532","127717","12204","10145","3749","395428","402342","79232","84","84","119","0","0","0","0","0","0","0","119","0","0","1133","0","323","18","27","255","64","0","222","0","0","0","0","224","77896","102","1442","0","457","207","0","75675","0","13","0","0","0","0","0","0","0","0","0","0","0","67665","402","402","0","0","0","0","0","0","0","0","0","0","0","0","0","65587","0","260","1016","2691","2097","1494","3916","3367","0","5151","421","0","10","0","45164","1676","463","0","0","1168","45","0","47698","428","428","263","263","0","526","263","263","46481","0","3600","10","72","0","7","42111","600","81","1303867","29569","29569","1274298","1238","9","807326","103007","4397","394","463","0","1048","0","300550","13901","11939","4","30022"
2009-03-01,"3744663","167289","1078","211","138","24","6","0","648","51","9298","893","486","95","1463","1468","8","1949","234","0","394","2308","49780","18013","28928","181","1702","0","32","924","107133","955","0","1327","13","50107","5772","6392","14729","3414","2500","405","4223","8590","8706","2047145","114652","114652","4964","0","22","112","301","99","68","44","82","57","0","4179","134512","229","70","116","3491","1524","4547","1679","1390","701","4939","484","701","61","5","2253","112322","621244","22204","129","374119","63475","857","2121","520","9","17061","0","7448","391","1087","648","131175","1171773","283","528","144","24495","885","129306","33966","20246","127850","12189","9151","3888","392757","416085","83816","116","116","165","0","0","0","0","0","0","0","165","0","0","1159","0","379","21","26","291","73","0","249","0","0","0","0","120","82376","107","1674","0","504","210","0","79865","0","16","0","0","0","0","0","0","0","0","0","0","0","80892","644","644","3400","0","0","1854","0","0","677","0","0","601","0","24","244","75243","0","375","768","5966","929","2048","4547","4337","0","8403","843","0","10","0","47017","1605","409","0","0","1131","65","0","47988","425","425","263","263","0","524","262","262","46776","2","4544","10","66","0","2","41571","488","93","1317533","30443","30443","1287090","1362","8","827085","103495","4468","381","756","0","927","0","293361","12058","11701","4","31484"
