"Date","A3429047X","A3429305C","A3430466R","A3367261X","A3371350C","A3372970K","A3361741A","A3544885R","A3362683J","A3369868F","A3428192A","A3359203A","A3373603A","A3370438C","A3371419R","A3366400V","A3591637F","A3362770F","A3544967V","A3368974T","A3363316X","A3359206J","A3427379J","A3545052R","A3359311K","A3373132T","A85253426W","A3545054V","A3545055W","A3545056X","A3430469W","A3545192T","A83834212F","A3360988K","A3360463V","A3363457C","A3359929L","A3367438V","A3363985J","A3591889A","A3373186X","A3360466A","A3594008V","A3372130V","A3364498T","A3426005W","A3428474X","A3362245J","A3425102F","A3544886T","A3363703X","A3360748X","A3371353K","A3359104V","A3360751L","A3372406W","A3362260F","A3544887V","A3364795L","A3362686R","A3430211L","A3591638J","A83834719T","A3366403A","A3361861V","A3363817W","A3374554K","A3364894V","A3365359K","A3370939A","A3371965X","A3363319F","A3362341J","A3372475A","A3544968W","A3362773L","A3364342W","A3427913W","A3361486C","A83834572K","A3374140K","A3366484R","A3374143T","A3360916X","A3364429L","A3372031L","A3369058C","A3373138F","A3371497W","A3364432A","A3545058C","A3370495X","A3371500X","A3426878J","A3360469J","A83833990J","A3606208V","A3359932A","A3361999K","A3362455F","A3373189F","A3368014J","A3365527K","A3363988R","A3372133A","A3366958F","A3360472W","A3369112F","A83834857R","A84931600W","A3387020J","A84931606K","A3398093A","A3378071R","A3395900F","A3386186R","A3383954R","A3387050W","A3393659K","A3391508R","A3377387T","A3387053C","A84931607L","A3551932A","A3396062X","A3387896A","A3393020W","A3396761K","A3395300A","A3396065F","A3378920W","A3398225T","A3396068L","A3383330T","A3375386C","A3389348X","A84931608R","A3385019L","A3396173R","A3391781C","A3381182R","A3376229T","A3610749L","A3386435T","A3379019X","A3551229X","A3396878R","A84931609T","A3397625K","A3383522K","A3388805A","A3381275A","A3386573R","A84931768A","A3389555R","A3375599J","A3376943A","A3424499W","A3432053C","A3370834F","A3427148X","A3360253W","A3365803V","A3374467L","A3363715J","A3359116C","A3370336R","A3363718R","A3367276R","A3361318T","A3369877J","A3360772X","A3373513W","A3427619J","A3369946A","A3371437V","A3373615K","A3373618T","A3358723L","A3361417X","A3374089R","A3373069L","A3366424L","A3372493F","A3366427V","A3606196W","A3370951T","A3360862C","A3368995C","A3430739K","A3366493T","A3371005R","A3365464L","A3545078L","A85253429C","A3374647W","A3428750J","A3427145T","A3363202A","A3430736C","A3363721C","A3605142W","A3424808R","A3361420L","A3363331W","A3429893K","A3374650K","A3368515F","A3373144A","A3360409F","A3372049K","A3360412V","A3371503F","A3367948V","A3545081A","A3429044T","A3432650A","A3371872L","A3426611W","A83834635J","A3369067F","A3373147J","A3365959R","A3362851J","A3367951J","A3372052X","A3359314T","A3364450F","A3370507W","A3371008W","A3371509V","A3370510K","A3373150W","A3545082C"
1993-06-01,"958569","13298","353","88","0","8","128","0","103","26","251","20","17","61","69","18","0","0","18","48","0","0","789","22","760","6","0","0","0","1","11905","117","0","110","0","5077","2181","457","473","0","513","0","0","1403","1574","537335","43254","43254","12718","0","464","0","40","674","43","1","851","23","95","10527","17011","0","100","0","356","188","1211","180","155","0","142","62","63","380","0","0","14174","155356","175","100","61934","36804","2701","4046","1268","14","3079","390","576","1846","0","68","42355","308996","82","297","0","3580","2754","31089","23558","7637","12035","9426","0","10","112752","105776","55002","230","230","3887","194","10","5","40","205","0","49","262","22","3100","18707","0","521","0","1550","2517","1265","0","542","4452","433","261","1593","5573","31490","406","2646","243","51","73","0","26198","175","0","1698","688","0","0","0","0","0","0","0","663","25","87052","0","0","15600","0","2628","8336","1192","12","10","0","0","1731","495","189","1007","71185","0","0","13008","12553","3610","6913","6958","3864","0","1599","589","0","127","0","21964","267","157","0","0","0","0","110","59107","0","0","45","45","0","68","34","34","58994","306","3588","57","210","1","0","53768","1064","0","206775","6109","6109","200666","1471","95","142617","38116","300","3125","141","14","428","7","5678","5218","2321","305","830"
1993-09-01,"1001587","13678","282","67","0","32","74","0","87","22","225","40","10","55","54","22","0","0","20","24","0","0","636","17","614","4","0","0","0","1","12535","116","0","87","0","5410","2359","428","499","0","536","0","0","1407","1693","567818","44755","44755","14098","0","352","0","170","387","1","1","1975","101","219","10892","16788","0","48","0","358","278","1221","279","140","0","156","119","71","249","0","0","13869","154954","176","100","63711","35744","2804","3683","1408","0","3171","151","433","1938","0","72","41563","337223","102","233","0","3058","2739","34804","26146","8516","14519","10195","0","10","118267","118634","54304","161","161","4172","347","3","14","41","291","0","138","502","42","2794","13140","0","21","0","1348","1854","581","0","142","2149","493","14","1377","5161","36273","339","2518","244","29","75","0","31230","170","0","1668","558","0","0","0","0","0","0","0","558","0","91600","0","0","13201","0","1460","7971","477","11","136","0","0","1551","498","169","928","78123","0","11","11112","16378","4396","7070","10168","4667","0","2039","1677","0","157","0","20448","276","218","0","0","0","0","58","61833","0","0","235","235","0","68","34","34","61530","278","3446","51","215","1","0","56614","925","0","212354","6268","6268","206086","1500","96","147986","38600","317","3194","171","14","487","7","5123","4930","2474","296","891"
1993-12-01,"1039155","14335","354","37","0","24","66","0","182","45","254","39","13","53","69","25","0","0","22","33","0","0","728","23","697","6","0","0","0","2","12999","110","0","124","0","5618","2461","298","566","0","570","0","0","1442","1810","591149","43965","43965","13041","0","189","0","129","346","10","1","2190","98","243","9835","17983","0","101","0","400","331","1414","150","74","0","170","120","76","344","0","0","14803","150408","179","27","62122","36011","2524","3372","1344","0","2693","331","408","2278","0","74","39045","365752","94","257","0","3829","2790","39314","28990","9118","18003","11617","0","11","124309","127420","53498","308","308","4024","310","6","32","28","279","0","54","403","41","2871","11686","0","41","0","953","1830","362","0","200","1044","529","6","1343","5378","36706","310","1699","204","36","75","0","32515","165","0","1702","774","0","0","0","0","0","0","0","774","0","97624","0","0","14048","0","1521","8624","580","10","71","0","0","1842","499","200","701","83552","0","16","12349","14854","4991","7076","9918","5666","0","2799","2087","0","221","0","23575","24","22","0","0","0","0","2","63952","0","0","220","220","0","68","34","34","63664","201","3700","51","220","1","0","58537","954","0","218597","6232","6232","212365","1321","93","153328","39834","285","3014","173","13","532","8","5004","4910","2627","283","940"
1994-03-01,"1034338","15114","412","64","0","28","90","0","184","46","264","35","5","70","88","20","0","0","14","32","0","0","800","26","766","6","0","0","0","2","13638","125","0","114","0","5989","1979","474","689","0","659","0","0","1676","1933","583391","44280","44280","13140","0","337","0","148","477","25","2","2186","98","243","9624","17032","0","107","0","280","191","1387","59","68","0","169","98","51","278","0","0","14344","148052","193","26","63618","35728","1742","2966","1509","0","1675","137","339","2214","0","75","37830","360887","92","261","0","3616","2829","38188","27783","8948","17358","9905","0","12","123348","128547","52955","303","303","4185","324","16","16","135","370","0","74","263","25","2962","11156","0","26","0","858","1647","338","0","332","906","342","6","1467","5234","36605","352","1734","245","37","73","0","32715","161","0","1288","706","0","0","0","0","0","0","0","706","0","95791","0","0","15865","0","2711","8541","1322","27","48","0","0","2172","498","237","309","79823","0","0","9525","13078","4552","6324","10738","5674","0","2927","2517","0","330","0","24158","103","103","0","0","0","0","0","62169","0","0","232","232","0","68","34","34","61869","178","3883","45","225","1","0","56524","1013","0","224918","6228","6228","218690","1260","95","160380","39170","202","3010","86","12","544","7","4983","4882","2780","270","1009"
1994-06-01,"1042117","16139","453","119","0","18","106","0","168","42","275","56","5","74","107","16","0","0","14","3","0","0","837","28","800","7","0","0","0","2","14574","127","0","104","0","6162","1987","455","786","0","708","0","0","2154","2091","584349","44796","44796","11886","0","619","0","95","555","62","1","1468","31","163","8892","16931","0","112","0","184","145","1228","35","112","0","182","120","51","339","0","0","14423","149486","222","26","64786","35965","1563","2749","1672","0","1838","446","396","2226","0","84","37513","361250","75","274","0","3397","2736","38124","27130","8290","17791","9472","0","14","122760","131187","51950","204","204","3487","213","21","6","57","502","0","129","496","43","2020","9837","0","53","0","653","1450","351","2","105","646","339","11","1205","5022","37232","211","1687","306","40","54","0","33491","160","0","1283","1190","0","0","0","0","0","0","0","1190","0","94572","0","0","16185","0","2757","9267","1174","0","26","0","0","1528","497","165","771","78251","0","0","10373","11915","4915","7393","9899","4645","2","2884","2418","0","435","0","23372","136","106","0","0","0","0","30","60875","0","0","86","86","0","68","34","34","60721","185","4330","106","232","13","6","55831","18","0","234232","6315","6315","227917","1259","97","168908","40199","192","3134","60","11","595","5","5194","4676","2391","146","1050"
1994-09-01,"1070387","15728","441","108","0","22","153","0","126","32","269","60","3","53","102","32","0","0","16","3","0","0","716","27","680","7","0","0","0","2","14302","122","0","116","0","6010","1995","376","721","0","696","0","0","2205","2061","605139","44697","44697","12488","0","568","0","113","806","403","1","1517","62","169","8849","21702","0","98","0","159","112","1227","42","94","0","217","82","67","438","0","0","19166","150808","242","36","64266","37441","1356","2916","1833","0","2041","207","287","5013","0","69","35101","375444","45","248","0","3630","3060","39323","28220","9627","18337","10262","0","4","124889","137799","50791","163","163","3300","255","1","3","66","305","56","33","503","43","2035","9553","1","42","0","291","1445","358","0","113","618","395","0","1239","5051","36681","156","1300","225","30","54","0","33547","156","0","1213","1094","0","0","0","0","0","0","0","1094","0","96214","0","0","18414","0","1591","11879","1901","10","76","0","0","2300","0","250","407","77715","0","0","11110","10621","3426","7882","10498","3555","2","1209","2850","0","395","0","26167","85","14","0","0","0","0","71","61342","0","0","236","236","0","68","34","34","61038","129","3504","59","230","1","0","57096","19","0","241173","6286","6286","234887","1230","91","173850","41775","163","3179","15","11","561","5","5270","4948","2497","144","1148"
1994-12-01,"1071846","15383","583","105","0","30","185","0","210","53","421","79","4","94","163","65","0","0","14","2","0","0","962","36","915","9","0","0","0","2","13417","116","0","123","0","6154","1693","349","598","0","615","0","0","1800","1969","593531","44072","44072","11311","0","555","0","155","971","532","1","1803","87","200","7007","21743","0","164","0","300","160","1069","82","95","12","151","81","61","392","0","0","19176","151989","237","40","65587","38158","1293","3352","1772","0","2054","340","270","5466","0","71","33349","364416","46","209","0","3730","3139","38363","26174","9143","17147","9410","0","10","121645","135400","51004","281","281","3395","314","89","0","51","243","129","85","780","62","1642","9419","0","28","0","166","1265","400","0","102","609","355","0","1413","5081","36821","110","1154","212","29","56","0","33383","155","0","1722","1088","0","0","0","0","0","0","0","1088","0","103084","0","0","20002","16","1889","11500","2241","220","178","0","0","3129","0","342","487","82954","0","0","12189","10432","4112","7413","9774","4094","0","1938","3167","0","319","0","29516","128","13","0","0","0","0","115","60617","0","0","236","236","0","68","34","34","60313","306","3138","61","245","1","0","56540","22","0","248227","6247","6247","241980","1294","89","178956","43109","164","3390","15","7","563","5","5487","4935","2602","144","1220"
1995-03-01,"1078814","16790","534","52","0","32","166","0","227","57","508","100","6","119","208","54","0","0","18","3","0","0","862","33","819","8","0","0","0","2","14886","159","0","135","0","6819","1849","437","730","0","715","0","0","1973","2069","591075","44520","44520","10884","0","276","0","171","872","727","1","1475","133","164","7065","22880","0","132","0","226","164","1206","77","86","19","138","98","75","470","0","0","20189","153204","246","47","67555","37785","1327","2802","1797","0","2008","476","254","4074","0","64","34769","359587","53","201","0","3631","3021","35874","25207","8362","16421","9204","0","10","121198","136405","50038","240","240","3167","201","57","11","26","161","152","32","280","20","2227","9621","0","28","0","214","1152","368","7","301","379","453","5","1444","5270","35773","79","1209","239","30","54","0","32211","151","0","1800","1237","0","0","0","0","0","0","0","1237","0","105944","0","0","15600","18","1253","11093","522","0","117","0","0","1935","0","210","452","90231","0","0","11268","12519","5114","9740","10250","5849","30","3040","3028","0","263","0","29130","113","17","0","0","0","0","96","60692","0","0","235","235","0","68","34","34","60389","197","2855","60","250","1","0","57003","23","0","254275","6281","6281","247994","1359","88","183169","43966","163","3365","14","5","637","4","6242","4799","2708","144","1331"
1995-06-01,"1114511","18479","473","115","0","35","127","0","157","39","493","83","7","160","165","59","0","0","19","0","0","0","875","29","837","7","0","0","0","2","16638","191","0","118","0","7518","2140","564","934","0","545","0","0","2453","2175","611127","43090","43090","11570","0","607","0","182","668","704","2","1820","97","202","7288","22771","0","183","0","151","133","1320","147","63","22","164","91","74","393","0","0","20030","156872","205","41","70701","38888","511","2696","1880","0","2024","257","244","4023","0","75","35327","376824","49","233","0","3257","3040","41107","25099","8587","19163","9475","0","10","121558","145246","50957","146","146","2935","262","42","5","54","185","64","87","487","31","1718","9383","0","34","0","222","1095","269","10","157","567","469","0","1267","5293","36934","151","1070","38","33","58","0","33626","150","0","1808","1559","0","0","0","0","0","0","0","1559","0","111031","0","0","14163","7","946","9938","541","5","90","0","0","1278","496","138","724","96758","0","0","14749","13618","6540","10968","10501","5597","40","2450","3239","0","326","0","28730","110","15","0","37","0","0","58","61525","0","0","164","164","0","68","34","34","61293","229","2755","61","262","17","0","57945","24","0","261392","6151","6151","255241","1419","90","188529","45546","129","3579","15","5","603","2","6218","4771","2813","131","1391"
1995-09-01,"1137714","18462","434","109","0","20","135","0","136","34","487","52","7","112","238","59","0","0","19","0","0","0","702","28","665","7","0","0","0","2","16839","169","0","118","0","8328","1883","568","666","0","453","0","0","2403","2251","631559","45125","45125","8970","0","571","0","105","708","657","2","1854","128","206","4739","24034","0","199","0","231","198","1097","242","108","0","217","97","73","341","0","0","21231","159688","211","60","75316","39946","573","3268","1911","0","2003","121","236","2922","0","54","33067","393742","70","223","0","3218","3506","45065","25955","9655","20316","9829","0","9","124073","151823","48665","197","197","2800","199","64","2","58","142","22","32","261","18","2002","8787","0","83","0","244","1057","209","19","23","635","466","0","1100","4951","35584","204","989","34","33","87","0","32491","145","0","1601","1297","0","0","0","0","0","0","0","1297","0","110964","0","0","16598","0","1410","10996","1222","0","54","23","0","1589","445","172","687","94245","0","2","13349","14839","4455","10427","11206","5830","20","2682","3452","0","62","0","27921","121","18","0","37","0","0","66","60756","0","0","171","171","0","68","34","34","60517","311","2759","59","149","16","65","57133","25","0","267308","6390","6390","260918","1397","89","195090","45384","153","3705","83","5","562","2","6018","3818","2927","171","1514"
1995-12-01,"1164934","19556","518","188","0","29","169","0","106","26","1018","80","10","179","146","82","0","0","21","0","500","0","827","33","784","8","0","0","0","2","17193","163","0","126","0","8606","1827","556","598","0","515","0","0","2482","2320","643979","47245","47245","9958","0","989","0","151","890","582","2","2246","71","250","4777","23042","0","120","0","287","157","154","156","133","0","28","82","82","453","0","0","21390","164744","224","37","77219","42663","660","3334","2000","5","2008","120","288","2735","0","59","33392","398990","70","261","0","3384","3919","44648","26170","10173","21135","9851","0","9","124375","154995","47050","422","422","4535","341","46","2","99","236","23","63","670","50","3005","6250","0","95","0","229","991","195","22","154","274","427","6","973","2884","32955","124","1090","34","46","71","0","30731","145","0","714","2888","0","0","0","0","0","0","0","2888","0","117246","0","0","16712","0","3336","9503","553","0","84","23","0","1700","490","185","838","100430","0","5","12978","14213","5312","12649","10366","6203","0","3502","3206","0","90","0","31906","104","10","0","2","0","0","92","60584","0","0","129","129","0","118","59","59","60337","345","2425","59","171","30","46","57236","25","0","276519","6687","6687","269832","1376","88","200673","46869","240","3755","87","5","583","2","7631","3752","3042","126","1603"
1996-03-01,"1177756","20277","518","188","0","44","234","0","42","10","1006","101","11","106","196","69","0","0","23","0","500","0","823","31","782","8","0","0","0","2","17930","161","0","118","0","8997","1757","564","905","0","527","0","0","2453","2448","655840","47886","47886","10509","0","985","0","235","1230","713","4","2869","81","533","3859","24231","0","111","0","105","241","430","116","225","0","76","88","89","507","0","0","22243","169513","225","25","81721","43968","720","3092","1986","0","2179","256","288","2612","0","54","32387","403701","65","310","0","3197","3955","45512","26323","10335","21861","9932","0","11","123023","159177","43825","429","429","3553","317","25","4","87","213","36","131","681","50","2009","6237","0","27","0","200","563","181","20","168","259","572","19","1379","2849","31798","150","954","37","30","47","0","29832","140","0","608","1808","0","0","0","0","0","0","0","1808","0","116275","0","0","18797","0","4624","8696","1459","0","102","24","0","2343","0","257","1292","97359","0","4","12124","12691","4269","12650","11819","5462","26","931","3599","0","74","0","33710","119","7","0","3","0","0","109","58486","0","0","149","149","0","118","59","59","58219","342","2504","58","144","21","43","55081","26","0","283053","6768","6768","276285","1347","90","203933","48255","185","3915","97","5","573","2","8568","4299","3156","117","1743"
1996-06-01,"1195998","21492","837","327","0","60","357","0","74","19","1070","126","14","146","203","59","0","0","22","0","500","0","1069","44","1011","11","0","0","0","3","18516","155","0","125","0","9392","1803","577","953","0","546","0","0","2451","2514","665265","48459","48459","10727","0","1717","0","284","1876","926","5","2138","50","807","2924","25408","0","54","0","178","363","333","78","190","1","77","56","83","555","0","0","23440","168938","226","6","82411","45315","829","2999","1882","0","2331","289","165","2635","0","53","29797","411733","67","225","0","3466","3838","46553","26772","11194","23346","9972","0","10","124688","161602","46247","284","284","3216","282","114","3","84","225","59","75","670","57","1647","6272","0","90","0","184","532","152","17","179","226","536","59","1571","2726","34920","146","982","34","16","13","0","33009","139","0","581","1555","0","0","0","0","0","0","0","1555","0","115741","0","0","15298","0","3623","8332","449","0","93","38","0","1617","0","175","971","100319","0","2","11943","12425","4296","12660","11504","5435","27","1252","2687","0","27","0","38061","124","5","0","3","0","0","116","53702","0","0","192","192","0","118","59","59","53392","294","2717","57","243","22","80","49952","27","0","293551","6816","6816","286735","1320","99","211051","49809","295","3833","131","4","511","2","10252","4232","3271","110","1815"
1996-09-01,"1202313","22186","735","151","0","119","361","0","83","21","1078","156","9","201","118","81","0","0","13","0","500","0","1075","43","1018","11","0","0","0","3","19298","148","0","117","0","9838","1830","628","1140","0","556","0","0","2483","2558","664109","46231","46231","12800","0","793","0","583","1898","688","6","3419","68","978","4367","28309","0","52","0","321","477","356","152","158","1","64","57","55","610","0","0","26006","165486","237","5","82922","46310","850","3203","1857","0","2489","105","253","1934","0","53","25268","411283","50","242","0","3273","3978","47354","27244","11281","24507","9903","0","10","125738","157703","44508","239","239","2487","200","18","1","67","145","59","101","325","26","1545","5981","0","116","0","232","659","155","18","191","190","337","3","1697","2383","34716","146","702","34","13","10","0","32973","209","0","629","1085","0","0","0","0","0","0","0","1085","0","120429","0","0","17501","0","6706","7970","24","0","121","31","0","1478","0","159","1012","102800","0","2","12335","13748","3145","13320","13094","5431","26","621","2209","0","101","0","38768","128","12","0","1","0","0","115","52754","0","0","314","314","0","118","59","59","52322","281","2602","54","93","24","47","48828","393","0","298327","6529","6529","291798","1339","92","215988","48251","289","4030","148","6","528","2","11624","4078","3428","106","1889"
1996-12-01,"1240607","25186","1016","167","0","110","453","0","248","38","1203","171","9","217","193","103","0","0","10","0","500","0","1562","63","1478","16","0","0","1","4","21405","146","0","177","0","10966","1931","741","1296","0","635","0","0","2672","2841","684527","46993","46993","12235","0","875","0","518","2380","446","6","3096","64","844","4006","28861","0","53","0","176","398","429","53","169","3","78","41","42","587","0","0","26832","169001","49","3","85632","46933","950","3019","1936","31","2632","110","217","1802","0","67","25620","427437","46","254","0","4254","4079","50295","28033","11228","26695","10308","0","10","127879","164356","48207","478","478","3658","210","14","12","94","224","111","158","274","26","2535","6438","0","98","0","247","703","142","18","192","211","248","3","1757","2819","35767","193","997","108","12","10","0","33533","281","0","633","1866","0","0","0","0","0","0","0","1866","0","123529","0","0","17452","1","6695","7936","63","0","115","33","0","1684","0","182","743","105950","0","3","14268","12859","2550","12121","13420","4742","26","714","1982","0","88","0","43177","127","11","0","0","0","0","116","52742","0","0","258","258","0","189","95","94","52295","297","2419","54","130","26","52","48247","1070","0","306416","6663","6663","299753","1357","90","222193","49464","246","3741","104","1","537","2","12777","3607","3584","103","1947"
1997-03-01,"1241848","21667","1145","93","0","56","532","0","398","66","1309","257","74","225","176","97","0","0","10","0","470","0","1755","71","1660","18","0","0","1","5","17458","146","0","194","0","9343","1941","756","747","0","314","0","0","1889","2128","689606","46662","46662","11119","0","490","0","237","2789","564","11","2620","66","895","3447","29358","0","63","0","184","297","880","234","242","17","152","40","41","445","0","0","26763","171525","48","2","87073","48423","987","3558","1866","37","2800","94","261","1722","0","65","24589","430942","33","258","0","4635","4138","51730","28361","12007","27553","10121","0","10","129124","162972","44444","406","406","2954","200","8","2","64","164","97","44","266","24","2085","6051","0","63","0","241","682","204","18","205","206","241","3","1651","2537","33980","132","1249","144","12","10","0","31603","266","0","564","1053","0","0","0","0","0","0","0","1053","0","121139","0","0","17660","3","6102","8202","250","7","113","33","0","1903","0","206","841","103356","0","0","13931","11395","2083","12237","12630","5388","0","1107","1329","0","83","0","43173","123","10","0","0","0","0","113","52587","0","0","288","288","0","189","95","94","52110","347","2253","49","180","25","25","48180","1051","0","312405","6581","6581","305824","1408","90","225471","50654","239","3784","107","18","607","2","14104","3477","3741","92","2030"
1997-06-01,"1292404","24346","1253","146","0","116","707","0","239","45","1426","245","99","299","195","109","0","0","9","0","470","0","1951","80","1815","20","0","0","31","5","19716","144","0","240","0","10138","2148","849","907","0","310","0","0","2554","2426","726404","47702","47702","10842","0","763","0","490","3713","789","11","872","47","762","3395","32132","0","60","0","335","454","1133","527","370","26","172","43","40","302","0","0","28670","173988","38","5","87054","48698","1012","3775","1916","36","3073","179","275","1909","0","64","25954","461740","66","268","0","5860","4803","58220","30072","13062","32112","10879","0","10","132629","173759","46472","240","240","3010","235","0","2","0","94","89","84","321","29","2156","5716","0","43","0","205","812","188","25","255","212","231","1","1165","2579","36277","130","4199","50","10","0","0","30944","339","0","605","1229","0","0","0","0","0","0","0","1229","0","122429","0","0","13303","2","5219","6029","950","0","103","24","0","161","0","12","803","108997","0","0","18184","12222","2058","12948","13481","6247","0","1295","982","0","84","0","41496","129","13","0","0","0","0","116","49790","0","0","96","96","0","189","95","94","49505","402","2133","53","121","28","17","45837","914","0","322963","6730","6730","316233","1398","80","232981","51420","233","3485","108","4","599","2","16500","3368","3897","81","2077"
1997-09-01,"1317741","27188","1294","102","0","109","673","0","342","68","1752","275","239","369","268","120","0","0","11","0","470","0","2017","84","1857","21","0","0","49","6","22125","143","0","248","0","10817","2268","936","1373","0","312","0","31","3346","2651","742675","48200","48200","10991","0","538","0","448","3537","682","15","696","75","1092","3908","32649","0","178","0","262","226","1576","463","321","22","303","37","47","614","0","18","28582","180311","38","5","91403","51012","1070","3732","1923","43","3459","93","364","864","0","63","26242","470524","55","283","0","6008","4923","60359","29526","12981","33338","11059","0","36","133475","178481","46115","191","191","2379","245","20","13","0","178","39","53","301","24","1506","5964","0","49","0","229","809","202","43","256","200","278","1","1072","2825","36371","145","3117","49","66","0","0","32172","266","0","556","1210","0","0","0","0","0","0","0","1210","0","121847","0","0","13898","3","2498","7783","1088","16","115","29","0","673","0","69","1624","107889","0","3","12660","11135","2737","13098","13904","7702","0","2249","909","0","278","0","43214","60","19","0","0","0","0","41","50033","0","0","303","303","0","189","95","94","49541","542","2204","51","72","31","0","45778","863","0","329883","6862","6862","323021","1305","92","235946","51956","292","3647","115","4","601","2","19589","3234","3979","77","2182"
1997-12-01,"1347361","28400","1572","128","0","127","859","0","392","66","1850","312","330","337","266","97","0","0","10","28","470","0","2453","101","2266","25","0","0","54","7","22525","131","0","218","0","10982","2503","972","1457","0","674","0","41","2884","2663","744363","48438","48438","13140","0","675","0","634","4509","464","19","1156","89","1263","4331","34617","0","238","0","363","204","1435","267","305","27","205","40","44","596","0","23","30870","189207","40","5","95715","53320","1050","3766","2097","44","3684","198","370","927","0","67","27924","458961","68","284","0","5332","5056","57661","27866","12969","32626","9488","0","45","129855","177711","66997","415","415","3743","430","15","12","23","133","37","92","564","44","2393","5707","0","40","0","248","694","191","34","262","206","263","3","505","3261","36191","165","3515","47","9","5","0","31764","191","0","495","20941","0","0","0","0","0","0","19678","1263","0","115498","0","0","14701","3","3109","7102","164","94","52","25","0","2131","833","231","957","100748","0","3","10510","7982","3194","14414","12800","6608","0","3315","926","0","72","0","40924","49","7","0","0","0","0","42","48800","0","0","261","261","0","189","95","94","48350","398","2138","51","77","29","0","44602","1055","0","343303","6932","6932","336371","1429","92","245384","53461","262","4122","125","5","596","2","21424","3082","4059","70","2258"
1998-03-01,"1387667","30792","1621","86","0","113","593","0","683","146","1870","308","443","302","229","70","0","0","10","38","470","0","2632","118","2409","29","0","0","68","8","24669","133","0","201","0","10204","5373","1095","1504","0","703","0","88","2577","2791","770760","48874","48874","12547","0","453","0","575","3114","631","27","2745","103","1249","3650","35400","0","234","0","424","343","1519","256","265","10","233","44","44","630","0","51","31347","194035","25","5","99889","52779","1230","4484","1911","47","4032","119","386","898","0","76","28154","479904","72","249","0","4777","5244","60652","28996","13160","33166","9638","0","88","135510","188352","68340","600","600","4835","493","25","7","11","202","59","185","433","38","3382","5732","0","58","0","252","685","540","37","364","171","263","5","422","2935","33336","213","1648","31","9","5","0","30848","118","0","464","23837","0","0","0","0","0","0","22548","1289","0","114809","0","0","15099","3","5779","6410","55","137","186","28","0","1640","122","181","558","99686","1","3","10572","8642","2697","14084","12363","7353","0","4386","1057","0","344","0","38184","24","5","0","19","0","0","0","49840","0","0","262","262","0","189","95","94","49389","388","2044","46","0","1","18","45920","972","0","353126","6983","6983","346143","1334","95","251099","55518","275","3939","129","4","547","2","22772","3848","4141","63","2377"
1998-06-01,"1411348","30348","1545","181","0","160","342","0","721","141","1930","314","459","318","126","82","0","113","10","38","470","0","2872","115","2676","29","0","0","44","8","24001","133","0","188","0","10056","5624","1030","1499","0","361","0","130","2585","2395","792878","51231","51231","11247","0","951","0","81","1794","694","24","2948","86","1236","3433","37583","0","227","0","479","272","1484","129","210","0","192","27","39","739","0","75","33710","207262","35","10","109880","53845","1147","4546","1615","48","4090","73","461","1034","0","65","30413","485555","143","303","0","4493","5060","59607","28813","13045","32269","9221","0","125","138572","193904","67071","491","491","3694","479","0","1","23","202","40","155","407","37","2350","6946","0","104","0","174","708","672","35","473","195","255","3","433","3894","31116","217","317","46","9","5","0","30101","43","0","378","24824","0","0","0","0","0","0","23619","1205","0","107257","0","0","10305","69","4074","4559","13","145","247","23","0","766","0","83","326","96939","1","3","11509","8256","1571","14783","12811","6523","0","1364","993","0","1350","0","37775","13","7","0","6","0","0","0","49655","0","0","65","65","0","244","122","122","49346","320","2176","45","0","0","21","45846","938","0","364139","7261","7261","356878","1245","95","258438","55747","435","3815","136","4","552","2","25836","3855","4222","57","2439"
1998-09-01,"1424062","35783","1867","135","0","35","663","0","867","167","2277","297","562","387","150","141","0","227","13","30","470","0","3489","187","3200","47","0","0","43","12","28150","130","0","190","0","14311","6432","997","1135","0","218","0","188","1402","3147","788132","49814","49814","10883","0","707","0","968","3482","597","29","1218","77","374","3431","38566","0","256","0","417","314","1328","270","280","0","182","26","38","454","0","108","34893","216264","352","23","107921","58007","906","4631","1612","50","4339","65","2573","1060","0","59","34666","472605","137","315","0","4068","5370","56762","26194","12182","33809","8641","0","176","139054","185897","68000","486","486","2165","423","10","0","48","54","67","58","415","35","1055","7347","8","78","0","289","501","548","32","169","232","255","0","752","4483","30870","211","371","56","9","6","0","29782","75","0","360","27132","0","0","0","0","0","0","26053","1079","0","110603","0","0","13396","5","3341","9858","3","0","0","24","0","91","0","5","69","97203","1","3","11239","7682","1650","16298","13966","7002","0","1511","755","0","2108","0","34988","4","4","0","0","0","0","0","49624","0","0","197","197","0","244","122","122","49183","289","1914","35","0","1","32","46099","813","0","371920","7098","7098","364822","1264","84","265016","57120","81","4093","139","4","660","2","25409","3855","4414","54","2627"
