"Series ID","Description 1","Description 2","Description 3","Unit","Series Type","Data Type","Frequency","Collection Month","Series Start","Series End","No. Obs"
"A3366427V","National general government ","  Bonds, etc. held by: ","  Central borrowing authorities ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3606196W","National general government ","  Bonds, etc. held by: ","  Securitisers ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3370951T","National general government ","  Bonds, etc. held by: ","  Other financial corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3360862C","National general government ","  Bonds, etc. held by: ","  Households ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3368995C","National general government ","  Bonds, etc. held by: ","  Rest of world ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3430739K","National general government ","  Loans and placements borrowed from: ","  Total (Counterparty sectors) ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3366493T","National general government ","  Loans and placements borrowed from: ","  Banks ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3371005R","National general government ","  Loans and placements borrowed from: ","  Other depository corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3365464L","National general government ","  Loans and placements borrowed from: ","  Pension funds ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3545078L","National general government ","  Loans and placements borrowed from: ","  Non-life insurance corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A85253429C","National general government ","  Loans and placements borrowed from: ","  Central borrowing authorities ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3374647W","National general government ","  Loans and placements borrowed from: ","  Rest of world ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3428750J","State and local general government ","  Total liabilities ","  Total (Counterparty sectors) ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3427145T","State and local general government ","  Drawings of bills of exchange accepted by: ","  Total (Counterparty sectors) ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3363202A","State and local general government ","  Drawings of bills of exchange accepted by: ","  Banks ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3430736C","State and local general government ","  One name paper held by: ","  Total (Counterparty sectors) ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3363721C","State and local general government ","  One name paper held by: ","  Other depository corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3605142W","State and local general government ","  One name paper held by: ","  Non-money market financial investment funds ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3424808R","State and local general government ","  Bonds, etc. held by: ","  Total (Counterparty sectors) ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3361420L","State and local general government ","  Bonds, etc. held by: ","  Pension funds ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3363331W","State and local general government ","  Bonds, etc. held by: ","  Life insurance corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3429893K","State and local general government ","  Loans and placements borrowed from: ","  Total (Counterparty sectors) ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3374650K","State and local general government ","  Loans and placements borrowed from: ","  Other private non-financial corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3368515F","State and local general government ","  Loans and placements borrowed from: ","  Banks ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3373144A","State and local general government ","  Loans and placements borrowed from: ","  Other depository corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3360409F","State and local general government ","  Loans and placements borrowed from: ","  Pension funds ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3372049K","State and local general government ","  Loans and placements borrowed from: ","  Life insurance corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3360412V","State and local general government ","  Loans and placements borrowed from: ","  Non-life insurance corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3371503F","State and local general government ","  Loans and placements borrowed from: ","  Central borrowing authorities ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3367948V","State and local general government ","  Loans and placements borrowed from: ","  Other financial corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3545081A","State and local general government ","  Loans and placements borrowed from: ","  Households ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3429044T","Households ","  Total liabilities ","  Total (Counterparty sectors) ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3432650A","Households ","  Drawings of bills of exchange accepted by: ","  Total (Counterparty sectors) ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3371872L","Households ","  Drawings of bills of exchange accepted by: ","  Banks ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3426611W","Households ","  Loans and placements borrowed from: ","  Total (Counterparty sectors) ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A83834635J","Households ","  Loans and placements borrowed from: ","  Public non-financial corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3369067F","Households ","  Loans and placements borrowed from: ","  Central bank ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3373147J","Households ","  Loans and placements borrowed from: ","  Banks ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3365959R","Households ","  Loans and placements borrowed from: ","  Other depository corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3362851J","Households ","  Loans and placements borrowed from: ","  Pension funds ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3367951J","Households ","  Loans and placements borrowed from: ","  Life insurance corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3372052X","Households ","  Loans and placements borrowed from: ","  Non-life insurance corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3359314T","Households ","  Loans and placements borrowed from: ","  Money market financial investment funds ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3364450F","Households ","  Loans and placements borrowed from: ","  Non-money market financial investment funds ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3370507W","Households ","  Loans and placements borrowed from: ","  Central borrowing authorities ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3371008W","Households ","  Loans and placements borrowed from: ","  Securitisers ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3371509V","Households ","  Loans and placements borrowed from: ","  Other financial corporations ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3370510K","Households ","  Loans and placements borrowed from: ","  National general government ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3373150W","Households ","  Loans and placements borrowed from: ","  State and local general government ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
"A3545082C","Households ","  Loans and placements borrowed from: ","  Rest of world ","$ Millions","Original","STOCK_CLOSE","Quarter","3","32295","42979","118"
